BSSID,RxPhy,dataset,CID,Wi-Fi Ookla DL,Gate / Landmark,BW ,Cellular Ookla UL,Wi-Fi Ookla RTT,SSID,TAC,TA,Channel,Channel.1,Wi-Fi Ookla UL,Lat,RSRQ,RSRP,Long,TxPhy,PCI,EARFCN,Time,Cellular Ookla RTT,MNC,RSSI,MCC,Cellular Ookla DL,Device Type
58:AD:F2:17:6B:C0,426,mock-dataset-1,97493,36,D12,20,46,68,Helium,38423,3,2.4,11,23,,-18,-102,,178,92,700,2026-01-20 17:21:00,58,410,-73,310,20,android
1C:70:E9:34:A5:8F,728,mock-dataset-2,97493,13,D34,20,21,73,Helium,38423,0,2.4,1,52,,-5,-106,,324,92,700,2026-01-20 17:25:00,96,410,-79,310,2,android
CF:4A:85:D0:2E:73,984,mock-dataset-4,97493,198,D41,20,9,93,Helium,38423,3,2.4,6,55,,-4,-98,,735,104,700,2026-01-20 17:28:00,76,410,-69,310,93,ios
72:B8:1D:69:F4:A6,459,mock-dataset-2,97493,76,A9,20,0,86,Helium,38423,2,2.4,1,12,,-13,-100,,1000,104,700,2026-01-20 17:32:00,76,410,-72,310,87,ios
AE:25:C0:7F:53:D9,1084,mock-dataset-2,97493,76,C4,20,38,55,Helium,38423,2,2.4,6,17,,-18,-90,,749,104,700,2026-01-20 17:36:00,94,410,-77,310,90,ios
39:F1:6C:B8:04:E2,359,mock-dataset-3,97493,88,D46/D47,20,13,27,Helium,38423,3,2.4,11,8,,-17,-118,,912,104,700,2026-01-20 17:40:00,37,410,-86,310,44,android
84:5E:A7:23:CF:10,814,mock-dataset-4,97493,103,C11,20,5,101,Helium,38423,1,2.4,11,22,,-4,-94,,174,104,700,2026-01-20 17:43:00,79,410,-65,310,184,ios
D0:79:32:EC:46:8B,714,mock-dataset-1,97493,83,C9,20,19,83,Helium,38423,4,5.0,36,49,,-6,-111,,148,104,700,2026-01-20 17:47:00,69,410,-81,310,146,ios
D0:79:32:EC:46:8B,322,mock-dataset-4,97493,22,A4,20,49,32,Helium,38423,0,5.0,157,-1,,-12,-87,,750,104,700,2026-01-20 17:51:00,82,410,-88,310,124,android
D0:79:32:EC:46:8B,946,mock-dataset-5,97493,123,C4,20,2,51,Helium,38423,1,5.0,116,29,,-15,-110,,1157,104,700,2026-01-20 17:54:00,100,410,-65,310,132,android
D0:79:32:EC:46:8B,758,mock-dataset-1,97493,20,A4,20,14,54,Helium,38423,1,5.0,124,44,,-4,-85,,556,104,700,2026-01-20 17:58:00,92,410,-75,310,145,android
D0:79:32:EC:46:8B,136,mock-dataset-2,97493,145,E6,20,7,86,Helium,38423,4,5.0,44,10,,-19,-94,,777,104,700,2026-01-20 18:02:00,60,410,-57,310,4,ios
D0:79:32:EC:46:8B,154,mock-dataset-3,97493,194,D7,20,-4,79,Helium,38423,1,5.0,48,4,,-15,-103,,859,215,700,2026-01-20 18:06:00,85,410,-92,310,9,android
BA:57:08:F3:2C:95,333,mock-dataset-2,97493,82,D20,20,-7,94,Helium,38423,4,5.0,36,25,,-12,-94,,573,215,700,2026-01-20 18:09:00,84,410,-60,310,57,android
0D:A2:7E:C1:68:DB,496,mock-dataset-4,97493,161,D26,20,14,90,Helium,38423,4,5.0,157,48,,-6,-101,,266,215,700,2026-01-20 18:13:00,40,410,-53,310,51,android
51:C9:B4:0A:E7:32,162,mock-dataset-5,97493,157,C5,20,45,88,Helium,38423,1,5.0,116,12,,-18,-112,,461,215,700,2026-01-20 18:17:00,30,410,-82,310,82,android
9E:34:DF:86:4B:C0,1009,mock-dataset-2,97493,109,E5/E7/E9,20,39,80,Helium,38423,3,5.0,124,32,,-5,-99,,811,215,700,2026-01-20 18:20:00,47,410,-73,310,55,ios
C2:6B:10:F5:A9:47,1120,mock-dataset-2,97493,47,D25,20,37,62,Helium,38423,1,5.0,44,1,,-22,-110,,390,215,700,2026-01-20 18:24:00,72,410,-71,310,29,android
3F:87:DC:24:91:E6,652,mock-dataset-1,97493,53,A13,20,27,102,Helium,38423,3,5.0,48,25,,-4,-102,,1042,215,700,2026-01-20 18:28:00,54,410,-56,310,61,android
78:A0:45:EB:1C:B9,275,mock-dataset-3,97493,181,B15,20,54,37,Helium,38423,4,5.0,36,16,,-17,-110,,119,215,700,2026-01-20 18:31:00,84,410,-82,310,35,ios
4A:7B:C2:9E:1D:F8,673,mock-dataset-3,97492,53,B14,20,39,91,Helium,38423,1,2.4,1,9,39.17615,-12,-94,-76.66945,144,66,700,2026-01-20 16:00:00,67,410,-82,310,126,ios
B3:2E:8A:D4:6F:01,166,mock-dataset-3,97492,125,D31/D31A,20,31,100,Helium,38423,0,5.0,36,12,39.17608,-2,-94,-76.66935,638,66,700,2026-01-20 16:04:00,34,410,-86,310,149,ios
B3:2E:8A:D4:6F:01,839,mock-dataset-1,97492,72,B8,20,1,73,Helium,38423,4,5.0,157,13,39.176,-19,-111,-76.66925,520,66,700,2026-01-20 16:07:00,40,410,-74,310,105,android
B3:2E:8A:D4:6F:01,622,mock-dataset-5,97492,-1,C3,20,10,66,Helium,38423,1,5.0,116,10,39.17593,-20,-104,-76.66915,791,66,700,2026-01-20 16:11:00,80,410,-89,310,157,ios
E8:43:B9:0F:72:6C,775,mock-dataset-3,97492,23,A10,20,-3,76,Helium,38423,4,5.0,124,35,39.17585,-23,-103,-76.66905,885,66,700,2026-01-20 16:15:00,28,410,-90,310,164,android
5D:1A:F7:C4:38:9B,607,mock-dataset-1,97492,28,A14,20,31,23,Helium,38423,2,5.0,44,40,39.17578,-6,-88,-76.6689,716,66,700,2026-01-20 16:18:00,72,410,-75,310,165,android
A2:6E:85:D1:4C:F0,675,mock-dataset-5,97492,81,D40,20,53,69,Helium,38423,0,5.0,48,21,39.1757,-19,-112,-76.6688,1010,66,700,2026-01-20 16:22:00,53,410,-82,310,48,android
9B:3F:C8:57:E2:1A,191,mock-dataset-5,97492,110,D22,20,21,38,Helium,38423,1,5.0,36,15,39.17563,-18,-92,-76.66865,975,66,700,2026-01-20 16:26:00,77,410,-74,310,133,android
9B:3F:C8:57:E2:1A,746,mock-dataset-3,97492,58,C10,20,14,79,Helium,38423,1,5.0,153,35,39.17555,-5,-90,-76.66855,752,66,700,2026-01-20 16:29:00,48,410,-92,310,157,android
9B:3F:C8:57:E2:1A,1183,mock-dataset-2,97492,139,D8,20,4,93,Helium,38423,1,2.4,1,44,39.17548,-11,-109,-76.66845,763,66,700,2026-01-20 16:33:00,89,410,-57,310,0,ios
9B:3F:C8:57:E2:1A,415,mock-dataset-2,97492,8,A4,20,15,83,Helium,38423,1,2.4,6,18,39.1754,-14,-114,-76.66835,503,92,700,2026-01-20 16:37:00,93,410,-82,310,109,android
9B:3F:C8:57:E2:1A,1194,mock-dataset-3,97492,135,D25,20,47,70,Helium,38423,0,2.4,11,7,39.17533,-20,-88,-76.66825,1130,92,700,2026-01-20 16:40:00,33,410,-86,310,100,ios
F2:8D:46:B1:C9:05,913,mock-dataset-2,97492,135,D43,20,36,58,Helium,38423,4,2.4,11,41,39.17525,-7,-84,-76.66815,457,92,700,2026-01-20 16:44:00,66,410,-84,310,158,android
2A:C7:5E:08:D3:9F,775,mock-dataset-3,97492,53,D12,20,8,103,Helium,38423,4,5.0,36,38,39.17518,-13,-100,-76.66805,809,92,700,2026-01-20 16:48:00,53,410,-74,310,91,ios
85:4B:F6:31:EA:7C,842,mock-dataset-2,97492,43,E6,20,28,79,Helium,38423,2,5.0,157,44,39.17505,-22,-102,-76.6678,121,92,700,2026-01-20 16:51:00,89,410,-93,310,88,android
D9:02:8F:C5:67:3A,911,mock-dataset-5,97492,-5,D2,20,33,87,Helium,38423,0,5.0,116,38,39.17498,-2,-93,-76.6677,854,92,700,2026-01-20 16:55:00,104,410,-76,310,29,ios
41:E8:B3:7D:0A:F6,425,mock-dataset-5,97492,5,D32/D33,20,51,42,Helium,38423,4,5.0,124,38,39.1749,-10,-90,-76.6676,206,92,700,2026-01-20 16:59:00,76,410,-60,310,48,ios
41:E8:B3:7D:0A:F6,886,mock-dataset-2,97492,173,B7,20,2,55,Helium,38423,3,5.0,44,42,39.17483,-21,-102,-76.6675,1108,92,700,2026-01-20 17:03:00,44,410,-84,310,102,android
41:E8:B3:7D:0A:F6,1052,mock-dataset-1,97492,83,A11,20,24,97,Helium,38423,0,5.0,48,9,39.17475,-18,-99,-76.6674,856,92,700,2026-01-20 17:06:00,87,410,-61,310,31,android
41:E8:B3:7D:0A:F6,658,mock-dataset-1,97493,167,A4,20,28,90,Helium,38423,0,2.4,1,1,39.17468,-13,-106,-76.6673,605,92,700,2026-01-20 17:10:00,94,410,-93,310,70,ios
41:E8:B3:7D:0A:F6,870,mock-dataset-3,97493,141,E6,20,10,54,Helium,38423,0,2.4,6,54,39.1746,-3,-96,-76.6672,1034,92,700,2026-01-20 17:14:00,56,410,-69,310,92,android
EA:36:81:CF:49:5D,1133,mock-dataset-1,97493,193,B15,20,22,87,Helium,38423,0,2.4,11,35,39.17445,-21,-96,-76.66695,509,92,700,2026-01-20 17:17:00,77,410,-71,310,39,android
58:AD:F2:17:6B:C0,426,mock-dataset-4,97493,40,C10,20,32,63,Helium,38423,3,2.4,11,25,,-19,-103,,178,92,700,2026-01-20 17:21:00,48,410,-77,310,0,ios
1C:70:E9:34:A5:8F,728,mock-dataset-1,97493,3,E2,20,22,71,Helium,38423,0,2.4,1,35,,-8,-104,,324,92,700,2026-01-20 17:25:00,96,410,-76,310,6,ios
CF:4A:85:D0:2E:73,984,mock-dataset-5,97493,188,D21,20,11,84,Helium,38423,3,2.4,6,39,,-2,-104,,735,104,700,2026-01-20 17:28:00,65,410,-68,310,96,android
72:B8:1D:69:F4:A6,459,mock-dataset-3,97493,79,D25,20,1,94,Helium,38423,2,2.4,1,10,,-13,-98,,1000,104,700,2026-01-20 17:32:00,86,410,-76,310,96,android
AE:25:C0:7F:53:D9,1084,mock-dataset-4,97493,67,B4,20,42,62,Helium,38423,2,2.4,6,5,,-15,-90,,749,104,700,2026-01-20 17:36:00,84,410,-71,310,101,ios
39:F1:6C:B8:04:E2,359,mock-dataset-2,97493,90,D15,20,8,45,Helium,38423,3,2.4,11,3,,-21,-113,,912,104,700,2026-01-20 17:40:00,41,410,-86,310,46,ios
84:5E:A7:23:CF:10,814,mock-dataset-5,97493,121,A12,20,5,103,Helium,38423,1,2.4,11,23,,-7,-93,,174,104,700,2026-01-20 17:43:00,76,410,-63,310,167,ios
D0:79:32:EC:46:8B,714,mock-dataset-5,97493,69,D2,20,6,99,Helium,38423,4,5.0,36,39,,-8,-112,,148,104,700,2026-01-20 17:47:00,50,410,-85,310,156,ios
D0:79:32:EC:46:8B,322,mock-dataset-1,97493,16,D14,20,33,22,Helium,38423,0,5.0,157,19,,-10,-84,,750,104,700,2026-01-20 17:51:00,93,410,-88,310,126,ios
D0:79:32:EC:46:8B,946,mock-dataset-4,97493,124,D12,20,17,40,Helium,38423,1,5.0,116,26,,-15,-112,,1157,104,700,2026-01-20 17:54:00,102,410,-66,310,129,ios
D0:79:32:EC:46:8B,758,mock-dataset-4,97493,17,C14,20,19,65,Helium,38423,1,5.0,124,48,,-7,-84,,556,104,700,2026-01-20 17:58:00,98,410,-77,310,149,android
D0:79:32:EC:46:8B,136,mock-dataset-4,97493,140,A15,20,10,80,Helium,38423,4,5.0,44,18,,-19,-95,,777,104,700,2026-01-20 18:02:00,50,410,-58,310,16,ios
D0:79:32:EC:46:8B,154,mock-dataset-4,97493,199,A12,20,9,82,Helium,38423,1,5.0,48,9,,-19,-103,,859,215,700,2026-01-20 18:06:00,96,410,-89,310,14,android
BA:57:08:F3:2C:95,333,mock-dataset-3,97493,69,D1,20,11,99,Helium,38423,4,5.0,36,23,,-7,-92,,573,215,700,2026-01-20 18:09:00,93,410,-58,310,67,android
0D:A2:7E:C1:68:DB,496,mock-dataset-4,97493,161,B14,20,22,96,Helium,38423,4,5.0,157,45,,0,-106,,266,215,700,2026-01-20 18:13:00,50,410,-55,310,56,ios
51:C9:B4:0A:E7:32,162,mock-dataset-1,97493,147,D34,20,44,75,Helium,38423,1,5.0,116,17,,-16,-112,,461,215,700,2026-01-20 18:17:00,32,410,-81,310,69,ios
9E:34:DF:86:4B:C0,1009,mock-dataset-1,97493,120,D24,20,42,73,Helium,38423,3,5.0,124,44,,-2,-99,,811,215,700,2026-01-20 18:20:00,37,410,-71,310,51,ios
C2:6B:10:F5:A9:47,1120,mock-dataset-1,97493,41,D30,20,40,51,Helium,38423,1,5.0,44,9,,-24,-112,,390,215,700,2026-01-20 18:24:00,74,410,-70,310,30,ios
3F:87:DC:24:91:E6,652,mock-dataset-4,97493,58,D12,20,24,87,Helium,38423,3,5.0,48,44,,-6,-108,,1042,215,700,2026-01-20 18:28:00,52,410,-57,310,65,ios
78:A0:45:EB:1C:B9,275,mock-dataset-2,97493,182,A10,20,42,34,Helium,38423,4,5.0,36,15,,-23,-107,,119,215,700,2026-01-20 18:31:00,88,410,-77,310,37,ios
4A:7B:C2:9E:1D:F8,673,mock-dataset-5,97492,60,C1,20,56,90,Helium,38423,1,2.4,1,0,39.17615,-12,-91,-76.66945,144,66,700,2026-01-20 16:00:00,64,410,-82,310,131,android
B3:2E:8A:D4:6F:01,166,mock-dataset-5,97492,107,D20,20,27,88,Helium,38423,0,5.0,36,6,39.17608,-1,-93,-76.66935,638,66,700,2026-01-20 16:04:00,40,410,-88,310,169,android
B3:2E:8A:D4:6F:01,839,mock-dataset-5,97492,73,D21,20,8,74,Helium,38423,4,5.0,157,10,39.176,-19,-111,-76.66925,520,66,700,2026-01-20 16:07:00,42,410,-70,310,114,android
B3:2E:8A:D4:6F:01,622,mock-dataset-1,97492,6,C6,20,4,63,Helium,38423,1,5.0,116,11,39.17593,-16,-103,-76.66915,791,66,700,2026-01-20 16:11:00,73,410,-86,310,156,ios
E8:43:B9:0F:72:6C,775,mock-dataset-1,97492,25,D15,20,2,70,Helium,38423,4,5.0,124,35,39.17585,-20,-105,-76.66905,885,66,700,2026-01-20 16:15:00,28,410,-91,310,173,android
5D:1A:F7:C4:38:9B,607,mock-dataset-1,97492,30,D29,20,35,41,Helium,38423,2,5.0,44,34,39.17578,-8,-91,-76.6689,716,66,700,2026-01-20 16:18:00,78,410,-79,310,180,ios
A2:6E:85:D1:4C:F0,675,mock-dataset-1,97492,72,C13,20,43,80,Helium,38423,0,5.0,48,9,39.1757,-18,-115,-76.6688,1010,66,700,2026-01-20 16:22:00,60,410,-80,310,46,android
9B:3F:C8:57:E2:1A,191,mock-dataset-5,97492,124,E5/E7/E9,20,34,49,Helium,38423,1,5.0,36,10,39.17563,-20,-92,-76.66865,975,66,700,2026-01-20 16:26:00,74,410,-75,310,126,ios
9B:3F:C8:57:E2:1A,746,mock-dataset-2,97492,47,D12,20,15,72,Helium,38423,1,5.0,153,23,39.17555,-5,-92,-76.66855,752,66,700,2026-01-20 16:29:00,34,410,-96,310,163,android
9B:3F:C8:57:E2:1A,1183,mock-dataset-3,97492,136,D23,20,14,87,Helium,38423,1,2.4,1,43,39.17548,-10,-111,-76.66845,763,66,700,2026-01-20 16:33:00,77,410,-52,310,10,ios
9B:3F:C8:57:E2:1A,415,mock-dataset-5,97492,14,C7,20,9,88,Helium,38423,1,2.4,6,30,39.1754,-15,-112,-76.66835,503,92,700,2026-01-20 16:37:00,104,410,-78,310,98,ios
9B:3F:C8:57:E2:1A,1194,mock-dataset-2,97492,130,A3,20,46,60,Helium,38423,0,2.4,11,4,39.17533,-22,-88,-76.66825,1130,92,700,2026-01-20 16:40:00,24,410,-86,310,81,android
F2:8D:46:B1:C9:05,913,mock-dataset-3,97492,135,D14,20,22,62,Helium,38423,4,2.4,11,29,39.17525,-7,-90,-76.66815,457,92,700,2026-01-20 16:44:00,58,410,-78,310,161,ios
2A:C7:5E:08:D3:9F,775,mock-dataset-1,97492,43,C2,20,-1,92,Helium,38423,4,5.0,36,33,39.17518,-11,-101,-76.66805,809,92,700,2026-01-20 16:48:00,68,410,-74,310,83,ios
85:4B:F6:31:EA:7C,842,mock-dataset-5,97492,41,B7,20,31,86,Helium,38423,2,5.0,157,37,39.17505,-18,-105,-76.6678,121,92,700,2026-01-20 16:51:00,92,410,-90,310,93,ios
D9:02:8F:C5:67:3A,911,mock-dataset-2,97492,-5,B2,20,34,89,Helium,38423,0,5.0,116,27,39.17498,-5,-91,-76.6677,854,92,700,2026-01-20 16:55:00,97,410,-78,310,31,android
41:E8:B3:7D:0A:F6,425,mock-dataset-3,97492,4,D10,20,46,56,Helium,38423,4,5.0,124,50,39.1749,-7,-95,-76.6676,206,92,700,2026-01-20 16:59:00,81,410,-61,310,38,android
41:E8:B3:7D:0A:F6,886,mock-dataset-4,97492,169,C9,20,19,35,Helium,38423,3,5.0,44,46,39.17483,-21,-101,-76.6675,1108,92,700,2026-01-20 17:03:00,48,410,-82,310,88,ios
41:E8:B3:7D:0A:F6,1052,mock-dataset-1,97492,79,E5/E7/E9,20,27,99,Helium,38423,0,5.0,48,14,39.17475,-23,-101,-76.6674,856,92,700,2026-01-20 17:06:00,94,410,-65,310,27,ios
41:E8:B3:7D:0A:F6,658,mock-dataset-2,97493,159,A1,20,31,90,Helium,38423,0,2.4,1,7,39.17468,-11,-109,-76.6673,605,92,700,2026-01-20 17:10:00,77,410,-95,310,63,ios
41:E8:B3:7D:0A:F6,870,mock-dataset-5,97493,141,C13,20,13,53,Helium,38423,0,2.4,6,46,39.1746,-6,-97,-76.6672,1034,92,700,2026-01-20 17:14:00,47,410,-67,310,99,android
EA:36:81:CF:49:5D,1133,mock-dataset-2,97493,188,C1,20,23,76,Helium,38423,0,2.4,11,22,39.17445,-17,-98,-76.66695,509,92,700,2026-01-20 17:17:00,91,410,-74,310,32,android
58:AD:F2:17:6B:C0,426,mock-dataset-1,97493,45,A6,20,52,53,Helium,38423,3,2.4,11,17,,-17,-102,,178,92,700,2026-01-20 17:21:00,62,410,-75,310,18,ios
1C:70:E9:34:A5:8F,728,mock-dataset-2,97493,-2,B3,20,27,79,Helium,38423,0,2.4,1,34,,-7,-104,,324,92,700,2026-01-20 17:25:00,86,410,-79,310,12,android
CF:4A:85:D0:2E:73,984,mock-dataset-5,97493,185,D4,20,6,89,Helium,38423,3,2.4,6,51,,-7,-98,,735,104,700,2026-01-20 17:28:00,82,410,-63,310,93,android
72:B8:1D:69:F4:A6,459,mock-dataset-2,97493,69,B7,20,2,91,Helium,38423,2,2.4,1,16,,-13,-96,,1000,104,700,2026-01-20 17:32:00,88,410,-78,310,95,ios
AE:25:C0:7F:53:D9,1084,mock-dataset-5,97493,75,A12,20,46,59,Helium,38423,2,2.4,6,16,,-19,-89,,749,104,700,2026-01-20 17:36:00,85,410,-74,310,91,android
39:F1:6C:B8:04:E2,359,mock-dataset-1,97493,92,E6,20,7,36,Helium,38423,3,2.4,11,13,,-21,-113,,912,104,700,2026-01-20 17:40:00,37,410,-86,310,49,android
84:5E:A7:23:CF:10,814,mock-dataset-5,97493,119,D16,20,3,108,Helium,38423,1,2.4,11,37,,-6,-99,,174,104,700,2026-01-20 17:43:00,79,410,-63,310,185,ios
D0:79:32:EC:46:8B,714,mock-dataset-1,97493,86,E8/E10/E12,20,20,89,Helium,38423,4,5.0,36,39,,-6,-108,,148,104,700,2026-01-20 17:47:00,53,410,-85,310,148,ios
D0:79:32:EC:46:8B,322,mock-dataset-1,97493,16,C11,20,36,38,Helium,38423,0,5.0,157,15,,-14,-85,,750,104,700,2026-01-20 17:51:00,73,410,-87,310,136,ios
D0:79:32:EC:46:8B,946,mock-dataset-3,97493,131,E3,20,6,43,Helium,38423,1,5.0,116,44,,-16,-109,,1157,104,700,2026-01-20 17:54:00,89,410,-66,310,139,android
D0:79:32:EC:46:8B,758,mock-dataset-4,97493,17,B15,20,14,60,Helium,38423,1,5.0,124,38,,-9,-83,,556,104,700,2026-01-20 17:58:00,94,410,-71,310,150,ios
D0:79:32:EC:46:8B,136,mock-dataset-1,97493,152,B4,20,21,89,Helium,38423,4,5.0,44,19,,-23,-93,,777,104,700,2026-01-20 18:02:00,60,410,-62,310,3,ios
D0:79:32:EC:46:8B,154,mock-dataset-4,97493,198,A4,20,10,84,Helium,38423,1,5.0,48,12,,-16,-105,,859,215,700,2026-01-20 18:06:00,97,410,-91,310,2,android
BA:57:08:F3:2C:95,333,mock-dataset-5,97493,80,D24,20,-3,92,Helium,38423,4,5.0,36,15,,-10,-95,,573,215,700,2026-01-20 18:09:00,93,410,-57,310,69,ios
0D:A2:7E:C1:68:DB,496,mock-dataset-5,97493,180,D13,20,26,89,Helium,38423,4,5.0,157,50,,-1,-101,,266,215,700,2026-01-20 18:13:00,42,410,-52,310,52,ios
51:C9:B4:0A:E7:32,162,mock-dataset-2,97493,144,D8,20,40,73,Helium,38423,1,5.0,116,21,,-16,-110,,461,215,700,2026-01-20 18:17:00,31,410,-81,310,62,android
9E:34:DF:86:4B:C0,1009,mock-dataset-3,97493,105,D15,20,36,83,Helium,38423,3,5.0,124,34,,-3,-99,,811,215,700,2026-01-20 18:20:00,42,410,-67,310,41,android
C2:6B:10:F5:A9:47,1120,mock-dataset-1,97493,50,D36,20,39,58,Helium,38423,1,5.0,44,-1,,-23,-114,,390,215,700,2026-01-20 18:24:00,78,410,-66,310,33,ios
3F:87:DC:24:91:E6,652,mock-dataset-4,97493,62,C14,20,30,100,Helium,38423,3,5.0,48,43,,-6,-104,,1042,215,700,2026-01-20 18:28:00,51,410,-53,310,63,ios
78:A0:45:EB:1C:B9,275,mock-dataset-2,97493,183,D40,20,42,22,Helium,38423,4,5.0,36,12,,-18,-106,,119,215,700,2026-01-20 18:31:00,87,410,-82,310,37,ios
